,FEATURE 1,FEATURE 2,FEATURE 3
0,-2.150675325591971,0.5647447139232933,-0.26070462724784316
1,0.045750397495155484,-0.4968440617847182,0.1401710756862101
2,0.6602123697222442,-3.2448175254559737,0.6409556557374873
3,5.558370219448945,2.2086705483430387,-1.4280334272826227
4,-1.3579932045949958,1.1003677580807014,1.398021202094606
5,-3.3819658926999216,2.4242561767899833,-0.8936121311560852
6,2.302045325900805,-4.109187631246856,0.5059341775778813
7,-1.78036184765297,0.7445138741776464,0.4796260350505924
8,-0.6633561344261564,-0.36598244817785236,-0.2193753403108706
9,-3.139734603815452,2.1480475141989257,-0.4978602017667004
10,-0.2121843534438059,-0.9550431623395542,-0.35560812586836643
11,3.365100984370344,0.3241676536857009,-0.9985563172936385
12,4.251685240162891,1.5872010707411606,-1.4614839649662772
13,-1.3286010801600434,-0.09925139128763384,-0.31535580380811956
14,1.5069625517280205,-0.18109489187209882,-0.36491558941001323
15,0.09887259914913411,-0.8446805267544117,-0.47192743984496427
16,1.063331554973597,-0.04376675261850025,-0.14745240407583982
17,-1.9474878143283834,-0.18068451308221867,0.007706361265492439
18,-1.4819948792586943,0.7313999483322574,1.2643050602161743
19,-2.6422193562235914,3.6889793774400945,0.023550627680044862
20,-0.44254737997798843,-2.721272063874635,0.07833342628816221
21,-1.3088019221156117,0.024629163655594158,-0.09906018050948155
22,1.4878542200599052,-4.601919854978516,0.8746303997243855
23,-1.6683043282141403,-0.06475410039375665,0.1263975928911733
24,0.3696970780401203,0.26396388180107244,1.1150078579969465
25,-2.003525360764839,1.3367722757306866,-0.3888979570483981
26,-3.300616588141685,2.1242129886485692,-1.3914095591440805
27,-1.84427205780902,-0.31093345523453775,-0.3798295322420942
28,-3.4426760888130907,1.4773194199397712,-0.7134781843141401
29,1.4673659107649963,-2.2256115779013497,0.07994090680093455
30,2.004233222061829,0.15652839140243044,-1.094216928577556
31,-0.699700508017384,-1.2972450712082453,-0.5289151700756811
32,2.6366346854523135,2.1088029435688336,-1.5023235728715876
33,-0.9566599164084431,-0.9804038625286161,0.0491767891346363
34,-2.1525673529020524,-0.03652137629190602,-0.28858475428796126
35,-0.7950245178410149,-1.349786289828814,-0.1403251692155882
36,4.23646641127936,-2.923625609301636,-0.26755928736894696
37,-0.21004405125381007,-0.9869298784907596,-0.45307437009420226
38,-1.3124292889572724,0.3257929022469596,0.4102931590671849
39,0.13881292258161068,-0.5938204557842011,0.4753397673323565
40,0.6294113216148353,-2.2454061420284535,0.3553532465401665
41,1.2305357501941045,-0.1336634975709925,-0.9231287574214266
42,-0.19708274653551777,-2.3078542662121326,0.39105878631426155
43,-2.7103824483757286,1.0392357084722552,-0.6951151968756066
44,-2.2572793156376125,0.7035139779331548,-0.5791154970204968
45,-1.865148993874224,0.04684022857983182,0.34145750478647147
46,-1.0055439668328023,-0.6746207856459407,0.5522907465897138
47,-3.3106576233749085,2.4909410763141455,-0.9620721337528348
48,-0.8751291912957988,1.3741890733138613,1.0874404029313784
49,-1.7316220894342147,-0.293238645997856,-0.09377518668243412
50,1.2878849136670225,-3.611754156321017,0.024506784759698495
51,-3.4594207073498233,1.966700303661448,-0.8588717460803886
52,0.3007132568827871,-0.820675543658252,-0.6230052282772666
53,-2.9588489374894067,1.3578139813545023,-0.8617184123879937
54,0.05791286649938237,-2.430759918402494,0.3132377089379702
55,2.848094898799786,0.5887666136187975,-1.2346512257081228
56,-2.3135166674079883,0.927939759160563,-0.3766908016355598
57,-0.9522496078036679,0.20511886081032535,-1.0665452241334024
58,-2.13506223784806,0.4975621779865763,-0.30624699947783235
59,-0.0405484240821941,-0.38211093648738,0.015136948599915077
60,-2.763456047481173,0.9415748684134227,-0.3386821795967018
61,-2.2352995640182005,0.46168900523384326,-0.3740318235870485
62,1.376315446820883,0.715566065914567,1.6677076258090398
63,5.254828973407748,2.20985664270878,-0.657681041634632
64,-2.1625418851200555,3.863520740201626,1.7195700082368326
65,-3.1326545524563154,2.7269962894725785,-0.44811119056013665
66,3.19842750723579,-3.8092690691046567,0.9053658093695752
67,-3.3387064875495525,2.1391784775949283,-0.3246072254209475
68,1.591197706872858,-0.9585414548206992,-0.27686844042100783
69,0.45095467952188883,-0.5898506255559891,0.10721479159445899
70,-2.0791715037780225,0.4427874862887878,-0.2820142203168877
71,4.817696193469842,2.6051825075542117,-2.061633554364764
72,-2.6765347248851588,1.062768466812581,-1.037282480577346
73,-0.6815597104751675,-0.5311262737930648,-0.23745082893651123
74,8.979307891757317,4.349520515178908,-2.5651670635050796
75,0.1983822100285474,-0.44401531695606455,-0.34243353084307043
76,-3.0733686692830986,1.3809384865050593,-0.5718332294945998
77,-1.5027449287886365,1.4557669353010236,0.5165057119018518
78,4.275856648947713,1.29537044237846,-1.2405003571622069
79,0.2369479008626988,-0.39831806174220696,-0.3378522393499466
80,-2.2807204502746994,0.4131379481670583,-0.1441869069911779
81,-2.937604030142171,2.7409425983419418,0.2776348025584081
82,-1.9770147348077212,1.787803877364761,-0.15057235358542795
83,1.699734979494032,0.9738591127125068,-0.2102705234719481
84,-0.917213189363537,-1.5679540898976754,-0.027068536498128917
85,0.5961273227503726,-1.4576005966346715,0.23738481601690978
86,4.006527809588966,1.7795933725119277,-1.2329552823593333
87,-0.2723495508059201,-0.9085839894432727,0.8022924589340182
88,4.006677269971634,1.6824478195532018,-1.0597196111209637
89,-1.3625410724950224,0.8789446570834772,-0.55099574738275
90,-1.7553421396721975,-0.2801263330164482,-0.9055726621063744
91,0.6560221995222845,-0.40978813929430796,-0.29853470205105387
92,-2.558649351683803,0.7498870148604551,-0.5451719347677753
93,-3.216519095909116,2.7201262005322846,-0.7586927428630574
94,1.6157688455699977,0.10661573266742287,-0.9130194208062944
95,-1.7603032132155145,0.22736045824691806,-0.4969738708431647
96,1.3381419828066858,0.29758794540926925,-1.007019676066056
97,-2.2106165637023065,1.3244634100975636,-0.9315016418330921
98,-2.255353728767658,0.3639051179856914,-0.7535737259890298
99,-3.1308099804676894,2.2894205698049177,-1.1285363008996243
100,2.902938768058854,0.37792982073824144,-1.629337405570431
101,-1.9179900516107953,0.8759229468299609,0.2748780664599484
102,-2.083371541970444,0.6151993803400885,-0.24059726914214632
103,-2.362501740267978,-0.013230051263608883,-0.2360653664725164
104,-1.9561099358086247,1.3362663419853575,-0.07744083964636778
105,-2.3161026889638086,1.1106686993671593,-0.608961110538608
106,-0.23123040677848963,-1.63491872699725,-0.06574378504862746
107,3.4310790109575735,1.5809515694096359,-1.3158186048062745
108,1.2532984528918059,0.33290512134781913,-0.8220192991530014
109,-0.15420419724130086,-0.8680877920921491,-0.5554613891731136
110,5.374338575552598,-2.4398087758992544,-0.3191236056934564
111,-2.1445903997023223,0.5050060355620605,-0.5200352772114507
112,-2.3233001353652276,3.8757870898611237,0.9039730681361813
113,-2.2292411611744303,0.3569073856117508,-0.5411364237483667
114,0.16542314817147463,-0.6744101656004966,0.14037583366512912
115,-3.253903461930638,2.3945516541109964,-0.9091757315943142
116,-0.5966339558994658,-0.9213421631891414,-0.29620574082499057
117,-2.0391907417926554,0.0664355834845691,0.052070546146031155
118,-0.010617342808833186,-2.201484644015814,0.6839029747836713
119,-1.3786952436683426,0.8779381830653666,0.27855077810150386
120,2.6838181621911024,-5.695291580817711,0.7305615815583396
121,1.9393664573263842,0.18012342613142074,-0.7530877452722317
122,0.11656814195636238,-2.9671798940895555,0.7004839026110037
123,1.1083570661810833,-0.28453935397454716,-0.7336025672224118
124,1.4583085654994719,0.13897259768919232,-0.5584277161200251
125,11.023678921358691,0.9732772893929926,-1.1060114943980122
126,-0.22158299051887576,-0.6834420231633979,-0.28275827295424577
127,-1.599771769043244,-0.48179221542341233,-0.19159284232612456
128,0.3796323974376315,-2.9144513702175634,-0.06908222470045791
129,-3.1005403733623975,2.6474469974813024,-0.8672649878905833
