,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
0,0.0025373282596007005,0.8433010980412298,0.13140044139791984,-0.9863154502547015,-0.37139120448507984,-0.785628676104794,-0.658308113406056,-0.636049270139574,-0.6008036355533091,-0.5793562255763256,-0.5606594819738336,-0.6379791860980764,-0.6800360665889643,-0.6493483312788492,-0.5216898594461289,-0.622938623112819,-0.6096882783399679,-0.30309490499707115,-0.18650557604027296,0.18786902442078987,-0.18090815652556402,-0.15256443486126564,-0.17775718215549915
1,0.3795175570037705,0.8433010980412298,-1.0689689988997653,0.9286122942211625,-0.37139120448507984,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,-0.19280241335916612,-0.15320442816813648,-0.1124265148308893,-0.06630651112989126,0.018158038182201824,0.07475241261670319,-0.2048136512285099,-0.15478088911253993,-0.1970095484844199,-0.19093423186195646,-0.15706051907106064,-0.18805383930219866
2,-0.9776112664752408,0.8433010980412298,0.13140044139791984,0.9286122942211625,0.8653302635277991,0.09908830149069474,0.17937611641162637,1.9167706688794084,2.7871867904991854,2.109487643125681,0.3366828387269244,-0.4783760445688573,-0.43030469918653136,-0.3859041370100512,-0.3815083853951151,-0.34827631779657964,-0.33183610467536606,-0.14805622717716574,-0.13691788971629384,-0.28883313739178235,-0.2911949852258808,-0.27527006642025365,-0.25532184817429143
3,0.6057056942502724,0.8433010980412298,0.13140044139791984,0.9286122942211625,-0.483820428849887,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,2.500392965330172,2.704699160773328,2.4613879060157426,2.57495962131454,2.4936993749430947,2.5521195992992687,0.18831136384573527,0.0958012664180001,0.21628842518761857,0.126725255046077,0.14904788087914755,0.09941628408281318
4,0.6057056942502724,0.8433010980412298,0.13140044139791984,0.9286122942211625,-0.37139120448507984,-0.785628676104794,-0.658308113406056,-0.636049270139574,-0.6008036355533091,-0.5793562255763256,0.3366828387269244,-0.6164775886435687,-0.51728460268981,-0.28184734941307193,-0.5627790057097106,-0.5341244502494088,-0.4036003183081389,0.33573324449857717,0.8106070502581834,0.05550532101082688,1.2555499370867935,0.4299282527632839,0.031468800373628564
5,0.9826859229944422,0.8433010980412298,-1.0689689988997653,-0.9863154502547015,-0.37139120448507984,-1.6703456537002828,-1.4959923432237383,-1.486989249812568,-1.4478012420664328,-1.475637515143661,-1.4580018026745916,-0.6476156499749198,-0.6800360665889643,-0.664184995954813,-0.6695168191324661,-0.6537628233353522,-0.6472982813891865,-0.30309490499707115,-0.22623288669752425,-0.28883313739178235,-0.2911949852258808,-0.29800026992532824,-0.27115883860804757
6,-0.9022152207264068,0.8433010980412298,0.13140044139791984,-0.9863154502547015,0.07832569297414886,1.8685222566816724,1.854744576046991,1.9167706688794084,1.9401891839860619,2.109487643125681,2.13136748012844,-0.1490521075845349,-0.1058686054560251,-0.06778309755950929,-0.022213272745167552,0.06570203185877581,0.1081637893057687,-0.18024333778636956,-0.15120828923329072,-0.20619190737515616,-0.19093423186195646,-0.20701701029100483,-0.18805383930219866
7,-0.4498389462334031,0.8433010980412298,0.13140044139791984,0.9286122942211625,0.4156133660685704,-0.785628676104794,-0.658308113406056,-0.636049270139574,-0.6008036355533091,-0.5793562255763256,-0.5606594819738336,-0.275313843873637,-0.6324895112214846,-0.6136175866725265,-0.40601095667703613,-0.33093381322693216,-0.6532893982338668,-0.1255498200641652,-0.08983102330778918,0.563473414846356,0.8778453989974765,-0.3194191155358793,-0.29258842962402115
8,1.6612503347339478,0.8433010980412298,0.13140044139791984,-0.9863154502547015,0.5280425904333775,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,-0.5437925654463521,-0.5123718976615358,-0.4709080854368181,-0.47846510266988695,-0.43094121839337335,-0.41829551056867526,-0.2048136512285099,-0.15470943711495494,-0.1970095484844199,-0.17979414815485376,-0.13208227346108853,-0.03125195381946493
9,-0.7514231292287389,0.8433010980412298,1.331769881695605,-0.9863154502547015,0.9777594878926062,-1.6703456537002828,-1.4959923432237383,-1.486989249812568,-1.4478012420664328,-1.475637515143661,-1.4580018026745916,-0.6740684397761367,-0.36790149161558433,-0.628480935997188,-0.6695737687461369,-0.653825094446913,-0.6529018327236987,0.8614888115334958,0.5836755059282731,-0.28883313739178235,-0.2911949852258808,-0.3194191155358793,-0.29258842962402115
10,-0.9022152207264068,0.8433010980412298,0.13140044139791984,-0.9863154502547015,0.4156133660685704,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,-0.28749554985198583,-0.2500229125189241,-0.20898491614379336,-0.1677480104812495,-0.08787409702773448,-0.05351562268597796,-0.2048136512285099,-0.15478088911253993,-0.1970095484844199,-0.17979414815485376,-0.22575069449848392,-0.18805383930219866
11,-0.14825476323806722,0.8433010980412298,0.13140044139791984,-0.9863154502547015,0.4156133660685704,0.09908830149069474,0.17937611641162637,0.2148907095334201,1.9401891839860619,0.31692506399100984,0.3366828387269244,1.064420555824187,1.133515994719933,1.2863694275822033,1.314080937236556,1.536919313591241,1.666710042757571,0.01995557614018978,0.20680194466627325,-0.28883313739178235,-0.007122850694761925,0.32071087383368085,-0.020537158311478124
12,0.3041215112549365,0.8433010980412298,0.13140044139791984,-0.9863154502547015,-0.25896198012027266,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,1.9518236465276255,2.1157409013917245,1.554483435373112,1.7244456159459172,2.029265857145704,2.2078968320183985,0.09985823545403011,0.059575103642413044,-0.008403896868697398,0.09870794452271371,0.16409727385915576,0.10986974311499544
13,0.9072898772456083,0.8433010980412298,0.13140044139791984,-0.9863154502547015,1.0901887122574134,0.09908830149069474,0.17937611641162637,-0.636049270139574,0.24619397095981463,-0.5793562255763256,0.3366828387269244,-0.6152239619368571,-0.6043040185659703,-0.6244648963681727,-0.6012342323410115,-0.6169138930693239,-0.5338707754133547,-0.15567302434422925,-0.11905489032004776,-0.1740536512575793,-0.1593520945523203,-0.00719104541122798,-0.13578654414128744
14,-0.600631037731071,0.8433010980412298,0.13140044139791984,0.9286122942211625,-0.483820428849887,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,0.6038203757239161,0.6203688081070861,0.6548105045275792,0.729436203290707,0.6048764513068647,0.6576347913464371,-0.13203638281289026,-0.011662537949816327,-0.13980345259513308,-0.12442793213055335,-0.13813949802150677,-0.14367890571058503
15,-0.9022152207264068,0.8433010980412298,0.13140044139791984,-0.9863154502547015,0.07832569297414886,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,0.017237043047145836,0.04301401556170084,0.041490538857885256,0.02905561696209434,-0.12282375839116232,-0.12351964296007123,-0.20776208884156672,-0.15410209513548256,-0.18617436499335113,-0.21594371978440202,-0.2366162313388218,-0.2165917824600562
16,-0.7514231292287389,0.8433010980412298,0.13140044139791984,-0.9863154502547015,0.7529010391629919,0.09908830149069474,0.17937611641162637,0.2148907095334201,0.24619397095981463,0.31692506399100984,0.3366828387269244,0.21815921431373725,0.26913015477192015,0.29314011840226606,0.35606029866062006,0.4867481526762677,0.5498915795197358,0.18831136384573527,0.09530110243490521,0.12437301269134873,0.21010878159374072,0.2425914106884931,0.20395087440463566
17,-1.2791954494705766,0.8433010980412298,1.331769881695605,0.9286122942211625,0.7529010391629919,-0.785628676104794,-0.658308113406056,-0.636049270139574,0.24619397095981463,0.31692506399100984,-1.4580018026745916,-0.6620006998620345,-0.6546427816170803,-0.5868395417043079,-0.5595044029236317,-0.588440427308206,-0.652837238472004,-0.2045188074672042,-0.018843463707107252,-0.10458910624915958,-0.05630632026162034,-0.3191693330797796,0.3712062189195517
18,-1.1284033579729087,0.8433010980412298,1.331769881695605,2.8435400386970264,0.4156133660685704,-0.785628676104794,-0.658308113406056,-0.636049270139574,-0.6008036355533091,-0.5793562255763256,-0.5606594819738336,-0.3036027535988255,-0.5330763810514744,-0.42075428820934724,-0.5312146823325933,-0.21626156128795246,-0.5041574196338088,0.24521620977773226,0.4255879612714953,0.15715403393127714,1.2746551806444746,0.25551765279165367,0.4589630074947217
19,2.4152107922222874,0.8433010980412298,-1.0689689988997653,-0.9863154502547015,-0.03410353139065832,-1.6703456537002828,-1.4959923432237383,-1.486989249812568,-1.4478012420664328,-1.475637515143661,-1.4580018026745916,-0.5651548710445585,-0.5379759152887881,-0.49906038981297224,-0.4892712918639474,-0.5292206002140059,-0.3215656186559143,0.22693589657677984,0.21641223834145365,0.2938793578143398,0.15529956975479542,0.9615902105715403,0.5763553524261283
